rate_date,from_currency,to_currency,rate_value
2024-05-20,CNY,KHR,7.23012
2024-05-20,GBP,KHR,0.792049
2024-05-20,THB,KHR,35.57887
2024-05-20,KRW,KHR,1319.92147
2024-05-21,USD,KHR,0.998702
2024-05-21,EUR,KHR,0.919431
2024-05-21,JPY,KHR,150.09831
2024-05-21,CNY,KHR,7.223117
2024-05-21,GBP,KHR,0.783186
2024-05-21,THB,KHR,35.617428
2024-05-21,KRW,KHR,1316.163112
2024-05-22,USD,KHR,0.999591
2024-05-22,EUR,KHR,0.920073
2024-05-22,JPY,KHR,150.732445
2024-05-22,CNY,KHR,7.247634
2024-05-22,GBP,KHR,0.788421
2024-05-22,THB,KHR,35.572647
2024-05-22,KRW,KHR,1339.838506
2024-05-23,USD,KHR,1.001388
2024-05-23,EUR,KHR,0.923095
2024-05-23,JPY,KHR,148.157753
2024-05-23,CNY,KHR,7.34866
2024-05-23,GBP,KHR,0.784318
2024-05-23,THB,KHR,35.460403
2024-05-23,KRW,KHR,1313.533024
2024-05-24,USD,KHR,1.001627
2024-05-24,EUR,KHR,0.921933
2024-05-24,JPY,KHR,147.793159
2024-05-24,CNY,KHR,7.247749
2024-05-24,GBP,KHR,0.792592
2024-05-24,THB,KHR,35.466082
2024-05-24,KRW,KHR,1308.725446
2024-05-27,USD,KHR,0.999275
2024-05-27,EUR,KHR,0.91799
2024-05-27,JPY,KHR,149.527187
2024-05-27,CNY,KHR,7.224943
2024-05-27,GBP,KHR,0.793485
2024-05-27,THB,KHR,35.398831
2024-05-27,KRW,KHR,1304.001985
2024-05-28,USD,KHR,0.999261
2024-05-28,EUR,KHR,0.926205
2024-05-28,JPY,KHR,148.814505
2024-05-28,CNY,KHR,7.30779
2024-05-28,GBP,KHR,0.79233
2024-05-28,THB,KHR,35.375989
2024-05-28,KRW,KHR,1312.291196
2024-05-29,USD,KHR,1.000243
2024-05-29,EUR,KHR,0.914583
2024-05-29,JPY,KHR,152.339996
2024-05-29,CNY,KHR,7.211304
2024-05-29,GBP,KHR,0.793228
2024-05-29,THB,KHR,35.655504
2024-05-29,KRW,KHR,1318.990988
2024-05-30,USD,KHR,0.999004
2024-05-30,EUR,KHR,0.918744
2024-05-30,JPY,KHR,149.933211
2024-05-30,CNY,KHR,7.265362
2024-05-30,GBP,KHR,0.790269
2024-05-30,THB,KHR,35.350876
2024-05-30,KRW,KHR,1320.391073
2024-05-31,USD,KHR,0.999327
2024-05-31,EUR,KHR,0.909957
2024-05-31,JPY,KHR,148.665718
2024-05-31,CNY,KHR,7.198516
2024-05-31,GBP,KHR,0.792782
2024-05-31,THB,KHR,35.707054
2024-05-31,KRW,KHR,1337.174884
2024-06-03,USD,KHR,0.999427
2024-06-03,EUR,KHR,0.91785
2024-06-03,JPY,KHR,150.323783
2024-06-03,CNY,KHR,7.270735
2024-06-03,GBP,KHR,0.788015
2024-06-03,THB,KHR,35.484809
2024-06-03,KRW,KHR,1340.392027
2024-06-04,USD,KHR,0.999893
2024-06-04,EUR,KHR,0.917768
2024-06-04,JPY,KHR,149.643417
2024-06-04,CNY,KHR,7.256788
2024-06-04,GBP,KHR,0.785157
2024-06-04,THB,KHR,35.473545
2024-06-04,KRW,KHR,1309.222828
2024-06-05,USD,KHR,0.999722
2024-06-05,EUR,KHR,0.928634
2024-06-05,JPY,KHR,150.3871
2024-06-05,CNY,KHR,7.23732
2024-06-05,GBP,KHR,0.785577
2024-06-05,THB,KHR,35.466835
2024-06-05,KRW,KHR,1329.708776
2024-06-06,USD,KHR,0.999438
2024-06-06,EUR,KHR,0.926672
2024-06-06,JPY,KHR,147.857131
2024-06-06,CNY,KHR,7.2316
2024-06-06,GBP,KHR,0.798261
2024-06-06,THB,KHR,35.286165
2024-06-06,KRW,KHR,1330.980938
2024-06-07,USD,KHR,0.998149
2024-06-07,EUR,KHR,0.919586
2024-06-07,JPY,KHR,149.293648
2024-06-07,CNY,KHR,7.263872
2024-06-07,GBP,KHR,0.775047
2024-06-07,THB,KHR,35.295753
2024-06-07,KRW,KHR,1314.770009
2024-06-10,USD,KHR,1.000037
2024-06-10,EUR,KHR,0.915891
2024-06-10,JPY,KHR,149.235843
2024-06-10,CNY,KHR,7.205648
2024-06-10,GBP,KHR,0.788098
2024-06-10,THB,KHR,35.409819
2024-06-10,KRW,KHR,1322.254757
2024-06-11,USD,KHR,1.000581
2024-06-11,EUR,KHR,0.926591
2024-06-11,JPY,KHR,148.714923
2024-06-11,CNY,KHR,7.230791
2024-06-11,GBP,KHR,0.790226
2024-06-11,THB,KHR,35.468591
2024-06-11,KRW,KHR,1319.519607
2024-06-12,USD,KHR,0.998438
2024-06-12,EUR,KHR,0.92171
2024-06-12,JPY,KHR,148.405431
2024-06-12,CNY,KHR,7.212286
2024-06-12,GBP,KHR,0.782472
2024-06-12,THB,KHR,35.623647
2024-06-12,KRW,KHR,1318.700772
2024-06-13,USD,KHR,1.001149
2024-06-13,EUR,KHR,0.921253
2024-06-13,JPY,KHR,147.46278
2024-06-13,CNY,KHR,7.208616
2024-06-13,GBP,KHR,0.793593
2024-06-13,THB,KHR,35.418455
2024-06-13,KRW,KHR,1309.925221
2024-06-14,USD,KHR,0.999821
2024-06-14,EUR,KHR,0.919186
2024-06-14,JPY,KHR,148.289807
2024-06-14,CNY,KHR,7.230555
2024-06-14,GBP,KHR,0.787732
2024-06-14,THB,KHR,35.224166
2024-06-14,KRW,KHR,1324.644611
2024-06-17,USD,KHR,0.999189
2024-06-17,EUR,KHR,0.926
2024-06-17,JPY,KHR,148.124451
2024-06-17,CNY,KHR,7.194255
2024-06-17,GBP,KHR,0.795629
2024-06-17,THB,KHR,35.331192
2024-06-17,KRW,KHR,1314.12175
2024-06-18,USD,KHR,1.000597
2024-06-18,EUR,KHR,0.918484
2024-06-18,JPY,KHR,147.520056
2024-06-18,CNY,KHR,7.245446
2024-06-18,GBP,KHR,0.789079
2024-06-18,THB,KHR,35.636731
2024-06-18,KRW,KHR,1325.439107
2024-06-19,USD,KHR,1.003036
2024-06-19,EUR,KHR,0.912429
2024-06-19,JPY,KHR,149.474077
2024-06-19,CNY,KHR,7.20911
2024-06-19,GBP,KHR,0.795474
2024-06-19,THB,KHR,35.587526
2024-06-19,KRW,KHR,1326.96731
2024-06-20,USD,KHR,0.999223
2024-06-20,EUR,KHR,0.916572
2024-06-20,JPY,KHR,147.072503
2024-06-20,CNY,KHR,7.289507
2024-06-20,GBP,KHR,0.792409
2024-06-20,THB,KHR,35.472218
2024-06-20,KRW,KHR,1328.625682
2024-06-21,USD,KHR,1.000751
2024-06-21,EUR,KHR,0.924486
2024-06-21,JPY,KHR,147.558249
2024-06-21,CNY,KHR,7.219327
2024-06-21,GBP,KHR,0.790926
2024-06-21,THB,KHR,35.537852
2024-06-21,KRW,KHR,1328.84485
2024-06-24,USD,KHR,0.998991
2024-06-24,EUR,KHR,0.920585
2024-06-24,JPY,KHR,152.137603
2024-06-24,CNY,KHR,7.260038
2024-06-24,GBP,KHR,0.794126
2024-06-24,THB,KHR,35.497957
2024-06-24,KRW,KHR,1327.092874
2024-06-25,USD,KHR,1.001804
2024-06-25,EUR,KHR,0.920491
2024-06-25,JPY,KHR,150.963878
2024-06-25,CNY,KHR,7.214656
2024-06-25,GBP,KHR,0.792797
2024-06-25,THB,KHR,35.596299
2024-06-25,KRW,KHR,1313.051489
2024-06-26,USD,KHR,1.001098
2024-06-26,EUR,KHR,0.916894
2024-06-26,JPY,KHR,148.536934
2024-06-26,CNY,KHR,7.239965
2024-06-26,GBP,KHR,0.799158
2024-06-26,THB,KHR,35.532925
2024-06-26,KRW,KHR,1328.646651
2024-06-27,USD,KHR,0.999268
2024-06-27,EUR,KHR,0.920356
2024-06-27,JPY,KHR,148.092839
2024-06-27,CNY,KHR,7.223461
2024-06-27,GBP,KHR,0.793961
2024-06-27,THB,KHR,35.495911
2024-06-27,KRW,KHR,1333.409978
2024-06-28,USD,KHR,0.999798
2024-06-28,EUR,KHR,0.919089
2024-06-28,JPY,KHR,151.026911
2024-06-28,CNY,KHR,7.221216
2024-06-28,GBP,KHR,0.782796
2024-06-28,THB,KHR,35.638586
2024-06-28,KRW,KHR,1323.827096
2024-07-01,USD,KHR,0.997835
2024-07-01,EUR,KHR,0.920205
2024-07-01,JPY,KHR,149.017071
2024-07-01,CNY,KHR,7.290531
2024-07-01,GBP,KHR,0.786545
2024-07-01,THB,KHR,35.438148
2024-07-01,KRW,KHR,1311.587896
2024-07-02,USD,KHR,0.998946
2024-07-02,EUR,KHR,0.916778
2024-07-02,JPY,KHR,147.782634
2024-07-02,CNY,KHR,7.210137
2024-07-02,GBP,KHR,0.782385
2024-07-02,THB,KHR,35.34054
2024-07-02,KRW,KHR,1305.588603
2024-07-03,USD,KHR,0.999479
2024-07-03,EUR,KHR,0.916855
2024-07-03,JPY,KHR,148.033141
2024-07-03,CNY,KHR,7.253851
2024-07-03,GBP,KHR,0.789772
2024-07-03,THB,KHR,35.453995
2024-07-03,KRW,KHR,1315.712887
2024-07-04,USD,KHR,1.001593
2024-07-04,EUR,KHR,0.921103
2024-07-04,JPY,KHR,150.068552
2024-07-04,CNY,KHR,7.165108
2024-07-04,GBP,KHR,0.786901
2024-07-04,THB,KHR,35.268788
2024-07-04,KRW,KHR,1316.061872
2024-07-05,USD,KHR,1.000373
2024-07-05,EUR,KHR,0.916898
2024-07-05,JPY,KHR,150.120256
2024-07-05,CNY,KHR,7.210381
2024-07-05,GBP,KHR,0.792729
2024-07-05,THB,KHR,35.334541
2024-07-05,KRW,KHR,1317.582001
2024-07-08,USD,KHR,1.00042
2024-07-08,EUR,KHR,0.922465
2024-07-08,JPY,KHR,149.347793
2024-07-08,CNY,KHR,7.296174
2024-07-08,GBP,KHR,0.788036
2024-07-08,THB,KHR,35.451969
2024-07-08,KRW,KHR,1294.502151
2024-07-09,USD,KHR,1.001769
2024-07-09,EUR,KHR,0.918303
2024-07-09,JPY,KHR,148.093485
2024-07-09,CNY,KHR,7.278253
2024-07-09,GBP,KHR,0.795856
2024-07-09,THB,KHR,35.511537
2024-07-09,KRW,KHR,1306.741325
2024-07-10,USD,KHR,1.000419
2024-07-10,EUR,KHR,0.917142
2024-07-10,JPY,KHR,148.099757
2024-07-10,CNY,KHR,7.270216
2024-07-10,GBP,KHR,0.779892
2024-07-10,THB,KHR,35.560403
2024-07-10,KRW,KHR,1324.244441
2024-07-11,USD,KHR,1.002051
2024-07-11,EUR,KHR,0.921496
2024-07-11,JPY,KHR,147.038116
2024-07-11,CNY,KHR,7.215786
2024-07-11,GBP,KHR,0.790307
2024-07-11,THB,KHR,35.537868
2024-07-11,KRW,KHR,1329.062741
2024-07-12,USD,KHR,0.99804
2024-07-12,EUR,KHR,0.918482
2024-07-12,JPY,KHR,150.659954
2024-07-12,CNY,KHR,7.284713
2024-07-12,GBP,KHR,0.798821
2024-07-12,THB,KHR,35.458442
2024-07-12,KRW,KHR,1330.141873
2024-07-15,USD,KHR,1.001712
2024-07-15,EUR,KHR,0.925511
2024-07-15,JPY,KHR,150.365528
2024-07-15,CNY,KHR,7.263973
2024-07-15,GBP,KHR,0.786256
2024-07-15,THB,KHR,35.345868
2024-07-15,KRW,KHR,1329.081515
2024-07-16,USD,KHR,0.999653
2024-07-16,EUR,KHR,0.919871
2024-07-16,JPY,KHR,148.807851
2024-07-16,CNY,KHR,7.228621
2024-07-16,GBP,KHR,0.791103
2024-07-16,THB,KHR,35.391172
2024-07-16,KRW,KHR,1320.63294
2024-07-17,USD,KHR,1.000246
2024-07-17,EUR,KHR,0.919644
2024-07-17,JPY,KHR,148.610619
2024-07-17,CNY,KHR,7.262781
2024-07-17,GBP,KHR,0.798876
2024-07-17,THB,KHR,35.435968
2024-07-17,KRW,KHR,1331.406437
2024-07-18,USD,KHR,1.000889
2024-07-18,EUR,KHR,0.907795
2024-07-18,JPY,KHR,148.589612
2024-07-18,CNY,KHR,7.221586
2024-07-18,GBP,KHR,0.793706
2024-07-18,THB,KHR,35.520074
2024-07-18,KRW,KHR,1324.383438
2024-07-19,USD,KHR,1.000636
2024-07-19,EUR,KHR,0.915865
2024-07-19,JPY,KHR,148.607126
2024-07-19,CNY,KHR,7.204585
2024-07-19,GBP,KHR,0.789193
2024-07-19,THB,KHR,35.487316
2024-07-19,KRW,KHR,1321.581937
2024-07-22,USD,KHR,0.999273
2024-07-22,EUR,KHR,0.92417
2024-07-22,JPY,KHR,150.596865
2024-07-22,CNY,KHR,7.284787
2024-07-22,GBP,KHR,0.793372
2024-07-22,THB,KHR,35.519757
2024-07-22,KRW,KHR,1326.213198
2024-07-23,USD,KHR,1.00061
2024-07-23,EUR,KHR,0.917002
2024-07-23,JPY,KHR,151.042105
2024-07-23,CNY,KHR,7.289768
2024-07-23,GBP,KHR,0.799371
2024-07-23,THB,KHR,35.503752
2024-07-23,KRW,KHR,1322.996259
2024-07-24,USD,KHR,1.000416
2024-07-24,EUR,KHR,0.919988
2024-07-24,JPY,KHR,150.240669
2024-07-24,CNY,KHR,7.236491
2024-07-24,GBP,KHR,0.789081
2024-07-24,THB,KHR,35.687332
2024-07-24,KRW,KHR,1321.521971
2024-07-25,USD,KHR,1.000067
2024-07-25,EUR,KHR,0.924057
2024-07-25,JPY,KHR,149.679798
2024-07-25,CNY,KHR,7.248445
2024-07-25,GBP,KHR,0.789699
2024-07-25,THB,KHR,35.370026
2024-07-25,KRW,KHR,1319.713821
2024-07-26,USD,KHR,0.998863
2024-07-26,EUR,KHR,0.920967
2024-07-26,JPY,KHR,148.087
2024-07-26,CNY,KHR,7.266548
2024-07-26,GBP,KHR,0.793551
2024-07-26,THB,KHR,35.529866
2024-07-26,KRW,KHR,1319.074763
2024-07-29,USD,KHR,1.000416
2024-07-29,EUR,KHR,0.910961
2024-07-29,JPY,KHR,148.188203
2024-07-29,CNY,KHR,7.235693
2024-07-29,GBP,KHR,0.791637
2024-07-29,THB,KHR,35.491544
2024-07-29,KRW,KHR,1310.717402
2024-07-30,USD,KHR,1.000133
2024-07-30,EUR,KHR,0.917913
2024-07-30,JPY,KHR,148.221958
2024-07-30,CNY,KHR,7.249542
2024-07-30,GBP,KHR,0.789005
2024-07-30,THB,KHR,35.627425
2024-07-30,KRW,KHR,1326.149516
2024-07-31,USD,KHR,1.000735
2024-07-31,EUR,KHR,0.92148
2024-07-31,JPY,KHR,148.489167
2024-07-31,CNY,KHR,7.212904
2024-07-31,GBP,KHR,0.783027
2024-07-31,THB,KHR,35.806615
2024-07-31,KRW,KHR,1310.02593
2024-08-01,USD,KHR,0.99979
2024-08-01,EUR,KHR,0.918342
2024-08-01,JPY,KHR,149.163807
2024-08-01,CNY,KHR,7.223086
2024-08-01,GBP,KHR,0.781144
2024-08-01,THB,KHR,35.393692
2024-08-01,KRW,KHR,1307.150214
2024-08-02,USD,KHR,0.999873
2024-08-02,EUR,KHR,0.916853
2024-08-02,JPY,KHR,148.678132
2024-08-02,CNY,KHR,7.246252
2024-08-02,GBP,KHR,0.787238
2024-08-02,THB,KHR,35.599268
2024-08-02,KRW,KHR,1316.431699
2024-08-05,USD,KHR,1.000225
2024-08-05,EUR,KHR,0.913904
2024-08-05,JPY,KHR,150.28562
2024-08-05,CNY,KHR,7.228266
2024-08-05,GBP,KHR,0.791938
2024-08-05,THB,KHR,35.535146
2024-08-05,KRW,KHR,1318.397385
2024-08-06,USD,KHR,1.000217
2024-08-06,EUR,KHR,0.918228
2024-08-06,JPY,KHR,151.109947
2024-08-06,CNY,KHR,7.267057
2024-08-06,GBP,KHR,0.792287
2024-08-06,THB,KHR,35.374315
2024-08-06,KRW,KHR,1309.842416
2024-08-07,USD,KHR,0.999336
2024-08-07,EUR,KHR,0.918873
2024-08-07,JPY,KHR,150.035827
2024-08-07,CNY,KHR,7.214036
2024-08-07,GBP,KHR,0.795579
2024-08-07,THB,KHR,35.500383
2024-08-07,KRW,KHR,1301.401896
2024-08-08,USD,KHR,0.999525
2024-08-08,EUR,KHR,0.908108
2024-08-08,JPY,KHR,148.600932
2024-08-08,CNY,KHR,7.224097
2024-08-08,GBP,KHR,0.787107
2024-08-08,THB,KHR,35.46536
2024-08-08,KRW,KHR,1316.358499
2024-08-09,USD,KHR,0.999406
2024-08-09,EUR,KHR,0.926911
2024-08-09,JPY,KHR,150.953023
2024-08-09,CNY,KHR,7.206932
2024-08-09,GBP,KHR,0.795943
2024-08-09,THB,KHR,35.327324
2024-08-09,KRW,KHR,1312.472984
2024-08-12,USD,KHR,1.001525
2024-08-12,EUR,KHR,0.909698
2024-08-12,JPY,KHR,150.187444
2024-08-12,CNY,KHR,7.203699
2024-08-12,GBP,KHR,0.789317
2024-08-12,THB,KHR,35.480808
2024-08-12,KRW,KHR,1335.682167
2024-08-13,USD,KHR,0.999189
2024-08-13,EUR,KHR,0.919683
2024-08-13,JPY,KHR,150.249916
2024-08-13,CNY,KHR,7.232709
2024-08-13,GBP,KHR,0.786103
2024-08-13,THB,KHR,35.493695
2024-08-13,KRW,KHR,1320.864046
2024-08-14,USD,KHR,1.000884
2024-08-14,EUR,KHR,0.915662
2024-08-14,JPY,KHR,148.96284
2024-08-14,CNY,KHR,7.249352
2024-08-14,GBP,KHR,0.789208
2024-08-14,THB,KHR,35.480268
2024-08-14,KRW,KHR,1319.842891
2024-08-15,USD,KHR,0.999304
2024-08-15,EUR,KHR,0.916321
2024-08-15,JPY,KHR,150.027113
2024-08-15,CNY,KHR,7.208286
2024-08-15,GBP,KHR,0.795524
2024-08-15,THB,KHR,35.523143
2024-08-15,KRW,KHR,1308.20476
2024-08-16,USD,KHR,1.000283
2024-08-16,EUR,KHR,0.920769
2024-08-16,JPY,KHR,150.411545
2024-08-16,CNY,KHR,7.27356
2024-08-16,GBP,KHR,0.788263
2024-08-16,THB,KHR,35.424623
2024-08-16,KRW,KHR,1314.400731
2024-08-19,USD,KHR,0.999019
2024-08-19,EUR,KHR,0.916566
2024-08-19,JPY,KHR,149.840265
2024-08-19,CNY,KHR,7.240442
2024-08-19,GBP,KHR,0.787671
2024-08-19,THB,KHR,35.421376
2024-08-19,KRW,KHR,1323.214469
2024-08-20,USD,KHR,0.999498
2024-08-20,EUR,KHR,0.915215
2024-08-20,JPY,KHR,149.318597
2024-08-20,CNY,KHR,7.23234
2024-08-20,GBP,KHR,0.784928
2024-08-20,THB,KHR,35.588094
2024-08-20,KRW,KHR,1327.817155
2024-08-21,USD,KHR,1.000041
2024-08-21,EUR,KHR,0.920603
2024-08-21,JPY,KHR,150.13066
2024-08-21,CNY,KHR,7.239104
2024-08-21,GBP,KHR,0.794225
2024-08-21,THB,KHR,35.676365
2024-08-21,KRW,KHR,1320.743756
2024-08-22,USD,KHR,1.00044
2024-08-22,EUR,KHR,0.924018
2024-08-22,JPY,KHR,149.095701
2024-08-22,CNY,KHR,7.207324
2024-08-22,GBP,KHR,0.794294
2024-08-22,THB,KHR,35.332927
2024-08-22,KRW,KHR,1336.528851
2024-08-23,USD,KHR,1.00087
2024-08-23,EUR,KHR,0.920863
2024-08-23,JPY,KHR,149.561111
2024-08-23,CNY,KHR,7.290719
2024-08-23,GBP,KHR,0.785515
2024-08-23,THB,KHR,35.376439
2024-08-23,KRW,KHR,1314.473224
2024-08-26,USD,KHR,0.999738
2024-08-26,EUR,KHR,0.91537
2024-08-26,JPY,KHR,149.684018
2024-08-26,CNY,KHR,7.243937
2024-08-26,GBP,KHR,0.786142
2024-08-26,THB,KHR,35.670725
2024-08-26,KRW,KHR,1307.137237
2024-08-27,USD,KHR,0.998723
2024-08-27,EUR,KHR,0.92173
2024-08-27,JPY,KHR,149.25185
2024-08-27,CNY,KHR,7.252097
2024-08-27,GBP,KHR,0.787066
2024-08-27,THB,KHR,35.389949
2024-08-27,KRW,KHR,1314.035178
2024-08-28,USD,KHR,0.999316
2024-08-28,EUR,KHR,0.922415
2024-08-28,JPY,KHR,148.92597
2024-08-28,CNY,KHR,7.262051
2024-08-28,GBP,KHR,0.792787
2024-08-28,THB,KHR,35.610824
2024-08-28,KRW,KHR,1328.322644
2024-08-29,USD,KHR,1.000784
2024-08-29,EUR,KHR,0.923541
2024-08-29,JPY,KHR,148.882036
2024-08-29,CNY,KHR,7.232416
2024-08-29,GBP,KHR,0.781325
2024-08-29,THB,KHR,35.531071
2024-08-29,KRW,KHR,1313.774403
2024-08-30,USD,KHR,1.000402
2024-08-30,EUR,KHR,0.922426
2024-08-30,JPY,KHR,147.882896
2024-08-30,CNY,KHR,7.210639
2024-08-30,GBP,KHR,0.788344
2024-08-30,THB,KHR,35.444876
2024-08-30,KRW,KHR,1321.543267
2024-09-02,USD,KHR,0.998845
2024-09-02,EUR,KHR,0.920217
2024-09-02,JPY,KHR,147.480571
2024-09-02,CNY,KHR,7.177588
2024-09-02,GBP,KHR,0.793397
2024-09-02,THB,KHR,35.360984
2024-09-02,KRW,KHR,1314.82636
2024-09-03,USD,KHR,0.998583
2024-09-03,EUR,KHR,0.913519
2024-09-03,JPY,KHR,149.022968
2024-09-03,CNY,KHR,7.228123
2024-09-03,GBP,KHR,0.794657
2024-09-03,THB,KHR,35.547873
2024-09-03,KRW,KHR,1317.587265
2024-09-04,USD,KHR,1.000758
2024-09-04,EUR,KHR,0.925136
2024-09-04,JPY,KHR,149.991912
2024-09-04,CNY,KHR,7.228233
2024-09-04,GBP,KHR,0.794828
2024-09-04,THB,KHR,35.688348
2024-09-04,KRW,KHR,1326.103337
2024-09-05,USD,KHR,1.001771
2024-09-05,EUR,KHR,0.924262
2024-09-05,JPY,KHR,150.515235
2024-09-05,CNY,KHR,7.208428
2024-09-05,GBP,KHR,0.784722
2024-09-05,THB,KHR,35.49473
2024-09-05,KRW,KHR,1304.574211
2024-09-06,USD,KHR,0.999407
2024-09-06,EUR,KHR,0.92399
2024-09-06,JPY,KHR,148.704474
2024-09-06,CNY,KHR,7.255441
2024-09-06,GBP,KHR,0.783595
2024-09-06,THB,KHR,35.447427
2024-09-06,KRW,KHR,1329.45659
2024-09-09,USD,KHR,1.000209
2024-09-09,EUR,KHR,0.921335
2024-09-09,JPY,KHR,151.53885
2024-09-09,CNY,KHR,7.277555
2024-09-09,GBP,KHR,0.785844
2024-09-09,THB,KHR,35.640356
2024-09-09,KRW,KHR,1314.315144
2024-09-10,USD,KHR,0.999982
2024-09-10,EUR,KHR,0.92007
2024-09-10,JPY,KHR,150.783356
2024-09-10,CNY,KHR,7.207296
2024-09-10,GBP,KHR,0.792142
2024-09-10,THB,KHR,35.555808
2024-09-10,KRW,KHR,1327.498383
2024-09-11,USD,KHR,0.99979
2024-09-11,EUR,KHR,0.924616
2024-09-11,JPY,KHR,148.648993
2024-09-11,CNY,KHR,7.273219
2024-09-11,GBP,KHR,0.79167
2024-09-11,THB,KHR,35.350891
2024-09-11,KRW,KHR,1323.769184
2024-09-12,USD,KHR,1.000179
2024-09-12,EUR,KHR,0.918364
2024-09-12,JPY,KHR,148.619441
2024-09-12,CNY,KHR,7.233044
2024-09-12,GBP,KHR,0.783164
2024-09-12,THB,KHR,35.680062
2024-09-12,KRW,KHR,1309.574704
2024-09-13,USD,KHR,0.999339
2024-09-13,EUR,KHR,0.925267
2024-09-13,JPY,KHR,150.199697
2024-09-13,CNY,KHR,7.260858
2024-09-13,GBP,KHR,0.797189
2024-09-13,THB,KHR,35.466757
2024-09-13,KRW,KHR,1310.330387
2024-09-16,USD,KHR,1.000844
2024-09-16,EUR,KHR,0.923663
2024-09-16,JPY,KHR,149.10904
2024-09-16,CNY,KHR,7.203349
2024-09-16,GBP,KHR,0.795874
2024-09-16,THB,KHR,35.561328
2024-09-16,KRW,KHR,1307.309101
2024-09-17,USD,KHR,1.00078
2024-09-17,EUR,KHR,0.913372
2024-09-17,JPY,KHR,148.922774
2024-09-17,CNY,KHR,7.207469
2024-09-17,GBP,KHR,0.786977
2024-09-17,THB,KHR,35.411252
2024-09-17,KRW,KHR,1314.333008
2024-09-18,USD,KHR,1.000724
2024-09-18,EUR,KHR,0.921355
2024-09-18,JPY,KHR,150.251963
2024-09-18,CNY,KHR,7.271634
2024-09-18,GBP,KHR,0.788233
2024-09-18,THB,KHR,35.508509
2024-09-18,KRW,KHR,1324.972534
2024-09-19,USD,KHR,1.001707
2024-09-19,EUR,KHR,0.924136
2024-09-19,JPY,KHR,151.152335
2024-09-19,CNY,KHR,7.269509
2024-09-19,GBP,KHR,0.795011
2024-09-19,THB,KHR,35.309933
2024-09-19,KRW,KHR,1328.139139
2024-09-20,USD,KHR,1.000213
2024-09-20,EUR,KHR,0.920249
2024-09-20,JPY,KHR,148.869403
2024-09-20,CNY,KHR,7.227684
2024-09-20,GBP,KHR,0.791973
2024-09-20,THB,KHR,35.589457
2024-09-20,KRW,KHR,1306.160461
2024-09-23,USD,KHR,1.000218
2024-09-23,EUR,KHR,0.917421
2024-09-23,JPY,KHR,148.36284
2024-09-23,CNY,KHR,7.25137
2024-09-23,GBP,KHR,0.788442
2024-09-23,THB,KHR,35.429813
2024-09-23,KRW,KHR,1312.892915
2024-09-24,USD,KHR,1.000281
2024-09-24,EUR,KHR,0.919954
2024-09-24,JPY,KHR,148.194398
2024-09-24,CNY,KHR,7.215645
2024-09-24,GBP,KHR,0.789135
2024-09-24,THB,KHR,35.543148
2024-09-24,KRW,KHR,1310.300638
2024-09-25,USD,KHR,1.000488
2024-09-25,EUR,KHR,0.91621
2024-09-25,JPY,KHR,152.762383
2024-09-25,CNY,KHR,7.212749
2024-09-25,GBP,KHR,0.786255
2024-09-25,THB,KHR,35.520661
2024-09-25,KRW,KHR,1311.662
2024-09-26,USD,KHR,1.000828
2024-09-26,EUR,KHR,0.928287
2024-09-26,JPY,KHR,149.036407
2024-09-26,CNY,KHR,7.245003
2024-09-26,GBP,KHR,0.787546
2024-09-26,THB,KHR,35.499997
2024-09-26,KRW,KHR,1333.229226
2024-09-27,USD,KHR,1.000894
2024-09-27,EUR,KHR,0.915841
2024-09-27,JPY,KHR,151.348902
2024-09-27,CNY,KHR,7.273653
2024-09-27,GBP,KHR,0.792305
2024-09-27,THB,KHR,35.429793
2024-09-27,KRW,KHR,1320.607138
2024-09-30,USD,KHR,0.999205
2024-09-30,EUR,KHR,0.922151
2024-09-30,JPY,KHR,149.121501
2024-09-30,CNY,KHR,7.175275
2024-09-30,GBP,KHR,0.79439
2024-09-30,THB,KHR,35.52039
2024-09-30,KRW,KHR,1329.965184
2024-10-01,USD,KHR,0.999864
2024-10-01,EUR,KHR,0.920867
2024-10-01,JPY,KHR,150.83393
2024-10-01,CNY,KHR,7.251231
2024-10-01,GBP,KHR,0.791365
2024-10-01,THB,KHR,35.842333
2024-10-01,KRW,KHR,1318.438438
2024-10-02,USD,KHR,1.000169
2024-10-02,EUR,KHR,0.927977
2024-10-02,JPY,KHR,148.537211
2024-10-02,CNY,KHR,7.209853
2024-10-02,GBP,KHR,0.783212
2024-10-02,THB,KHR,35.556835
2024-10-02,KRW,KHR,1325.780828
2024-10-03,USD,KHR,1.000741
2024-10-03,EUR,KHR,0.913774
2024-10-03,JPY,KHR,150.703008
2024-10-03,CNY,KHR,7.274673
2024-10-03,GBP,KHR,0.789539
2024-10-03,THB,KHR,35.503468
2024-10-03,KRW,KHR,1326.242505
2024-10-04,USD,KHR,1.000367
2024-10-04,EUR,KHR,0.922953
2024-10-04,JPY,KHR,148.201041
2024-10-04,CNY,KHR,7.234943
2024-10-04,GBP,KHR,0.784253
2024-10-04,THB,KHR,35.567231
2024-10-04,KRW,KHR,1324.8992
2024-10-07,USD,KHR,0.999901
2024-10-07,EUR,KHR,0.921365
2024-10-07,JPY,KHR,147.638406
2024-10-07,CNY,KHR,7.264846
2024-10-07,GBP,KHR,0.787785
2024-10-07,THB,KHR,35.513744
2024-10-07,KRW,KHR,1330.306016
